"filename", "language", "TypeScript JSX", "TypeScript", "PostCSS", "JavaScript", "JSON with Comments", "JSON", "Markdown", "HTML", "XML", "MS SQL", "comment", "blank", "total"
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 45, 0, 0, 0, 0, 29, 74
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/components.json", "JSON", 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 0, 1, 21
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/eslint.config.js", "JavaScript", 0, 0, 0, 25, 0, 0, 0, 0, 0, 0, 0, 2, 27
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 41, 0, 0, 2, 6, 49
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/package-lock.json", "JSON", 0, 0, 0, 0, 0, 8168, 0, 0, 0, 0, 0, 1, 8169
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/package.json", "JSON", 0, 0, 0, 0, 0, 91, 0, 0, 0, 0, 0, 1, 92
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/postcss.config.js", "JavaScript", 0, 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/public/placeholder.svg", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/App.css", "PostCSS", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 6, 43
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/App.tsx", "TypeScript JSX", 127, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 134
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/NavLink.tsx", "TypeScript JSX", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 29
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/auth/EmailVerificationBanner.tsx", "TypeScript JSX", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 94
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/auth/ForgotPasswordDialog.tsx", "TypeScript JSX", 142, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13, 156
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/auth/PasswordStrengthIndicator.tsx", "TypeScript JSX", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 7, 102
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/auth/ProtectedRoute.tsx", "TypeScript JSX", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8, 39
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/auth/TwoFactorSetup.tsx", "TypeScript JSX", 330, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30, 366
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/client-portal/ClientPortalActivity.tsx", "TypeScript JSX", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 69
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/client-portal/ClientPortalEstimate.tsx", "TypeScript JSX", 266, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 281
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/client-portal/ClientPortalHeader.tsx", "TypeScript JSX", 92, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 96
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/client-portal/ClientPortalPhotos.tsx", "TypeScript JSX", 101, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 109
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/client-portal/ClientPortalSchedule.tsx", "TypeScript JSX", 85, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 93
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/clients/ClientSelector.tsx", "TypeScript JSX", 264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 276
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/dashboard/DashboardStatCards.tsx", "TypeScript JSX", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 100
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/dashboard/SectionHeader.tsx", "TypeScript JSX", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/dashboard/StatCard.tsx", "TypeScript JSX", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 39
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/features/FeaturePlaceholder.tsx", "TypeScript JSX", 153, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 14, 173
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/features/PlanGate.tsx", "TypeScript JSX", 88, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 98
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/jobs/AddJobDialog.tsx", "TypeScript JSX", 226, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25, 254
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/jobs/ClientShareLink.tsx", "TypeScript JSX", 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 132
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/jobs/CreateJobDialog.tsx", "TypeScript JSX", 531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 50, 581
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/jobs/EditJobScheduleDialog.tsx", "TypeScript JSX", 288, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 313
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/jobs/JobAssignments.tsx", "TypeScript JSX", 369, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 394
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/jobs/JobCard.tsx", "TypeScript JSX", 151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 171
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/jobs/JobChecklist.tsx", "TypeScript JSX", 306, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 327
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/jobs/MakeRecurringDialog.tsx", "TypeScript JSX", 269, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 292
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/jobs/RecurringJobDetailModal.tsx", "TypeScript JSX", 289, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 311
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/layout/FloatingActionButton.tsx", "TypeScript JSX", 150, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 16, 175
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/layout/ListPageFilters.tsx", "TypeScript JSX", 77, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 85
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/layout/MobileNav.tsx", "TypeScript JSX", 76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 9, 88
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/layout/PageHeader.tsx", "TypeScript JSX", 86, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 94
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/layout/UserMenu.tsx", "TypeScript JSX", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 101
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/leads/AddLeadDialog.tsx", "TypeScript JSX", 238, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 267
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/leads/CSVImportModal.tsx", "TypeScript JSX", 346, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 391
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/leads/CreateDraftEstimateDialog.tsx", "TypeScript JSX", 254, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 283
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/leads/CreateEstimateDialog.tsx", "TypeScript JSX", 443, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 52, 495
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/leads/LeadCard.tsx", "TypeScript JSX", 230, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 244
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/leads/LineItemsEstimateDialog.tsx", "TypeScript JSX", 320, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 43, 363
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/leads/QuickEstimatePanel.tsx", "TypeScript JSX", 304, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 31, 338
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/materials/MaterialListCard.tsx", "TypeScript JSX", 60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 66
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/materials/SupplyOrderCard.tsx", "TypeScript JSX", 56, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 61
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/notifications/NotificationsPanel.tsx", "TypeScript JSX", 156, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 167
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/payments/EstimateCard.tsx", "TypeScript JSX", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 76
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/payments/InvoiceCard.tsx", "TypeScript JSX", 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 63
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/payments/OtherPaymentOptionsModal.tsx", "TypeScript JSX", 163, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 175
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/payments/PaymentCard.tsx", "TypeScript JSX", 63, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 71
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/photos/AddPhotosModal.tsx", "TypeScript JSX", 164, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 182
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/photos/PhotoSection.tsx", "TypeScript JSX", 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 208
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/settings/StickyActionBar.tsx", "TypeScript JSX", 29, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 32
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/settings/StripeConnectSettings.tsx", "TypeScript JSX", 197, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 211
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/settings/UnsavedChangesDialog.tsx", "TypeScript JSX", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/accordion.tsx", "TypeScript JSX", 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 53
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/alert-dialog.tsx", "TypeScript JSX", 91, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 105
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/alert.tsx", "TypeScript JSX", 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 44
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/aspect-ratio.tsx", "TypeScript JSX", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 6
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/avatar.tsx", "TypeScript JSX", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 39
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/badge.tsx", "TypeScript JSX", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/breadcrumb.tsx", "TypeScript JSX", 80, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 91
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/button.tsx", "TypeScript JSX", 42, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 48
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/calendar.tsx", "TypeScript JSX", 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 55
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/card.tsx", "TypeScript JSX", 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 44
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/carousel.tsx", "TypeScript JSX", 195, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 225
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/chart.tsx", "TypeScript JSX", 270, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 32, 304
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/checkbox.tsx", "TypeScript JSX", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 27
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/collapsible.tsx", "TypeScript JSX", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 10
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/command.tsx", "TypeScript JSX", 115, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 133
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/context-menu.tsx", "TypeScript JSX", 161, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 179
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/dialog.tsx", "TypeScript JSX", 83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 96
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/drawer.tsx", "TypeScript JSX", 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 88
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/dropdown-menu.tsx", "TypeScript JSX", 162, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 180
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/form.tsx", "TypeScript JSX", 105, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 130
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/hover-card.tsx", "TypeScript JSX", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 28
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/input-otp.tsx", "TypeScript JSX", 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 62
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/input.tsx", "TypeScript JSX", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/label.tsx", "TypeScript JSX", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 18
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/menubar.tsx", "TypeScript JSX", 189, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 208
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/navigation-menu.tsx", "TypeScript JSX", 109, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 121
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/pagination.tsx", "TypeScript JSX", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 82
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/popover.tsx", "TypeScript JSX", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 30
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/progress.tsx", "TypeScript JSX", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/radio-group.tsx", "TypeScript JSX", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 37
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/resizable.tsx", "TypeScript JSX", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/scroll-area.tsx", "TypeScript JSX", 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 39
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/select.tsx", "TypeScript JSX", 130, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 144
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/separator.tsx", "TypeScript JSX", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 21
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/sheet.tsx", "TypeScript JSX", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 108
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/sidebar.tsx", "TypeScript JSX", 572, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 54, 638
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/skeleton.tsx", "TypeScript JSX", 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 8
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/slider.tsx", "TypeScript JSX", 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 24
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/sonner.tsx", "TypeScript JSX", 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 28
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/status-badge.tsx", "TypeScript JSX", 71, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 75
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/switch.tsx", "TypeScript JSX", 24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 28
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/table.tsx", "TypeScript JSX", 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 73
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/tabs.tsx", "TypeScript JSX", 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 54
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/textarea.tsx", "TypeScript JSX", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/toast.tsx", "TypeScript JSX", 99, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 112
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/toaster.tsx", "TypeScript JSX", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 25
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/toggle-group.tsx", "TypeScript JSX", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 50
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/toggle.tsx", "TypeScript JSX", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 38
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/tooltip.tsx", "TypeScript JSX", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 29
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/components/ui/use-toast.ts", "TypeScript", 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/constants/dashboardCards.ts", "TypeScript", 0, 155, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 163
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/constants/serviceTypes.ts", "TypeScript", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 15
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/use-mobile.tsx", "TypeScript JSX", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 20
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/use-toast.ts", "TypeScript", 0, 154, 0, 0, 0, 0, 0, 0, 0, 0, 2, 31, 187
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/useAccountSettings.ts", "TypeScript", 0, 61, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10, 72
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/useAuth.tsx", "TypeScript JSX", 263, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 40, 306
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/useBusinessHours.ts", "TypeScript", 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 85
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/useCustomers.ts", "TypeScript", 0, 72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 84
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/useDashboardLeads.ts", "TypeScript", 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 106
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/useDashboardPreferences.ts", "TypeScript", 0, 58, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 72
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/useDashboardStats.ts", "TypeScript", 0, 192, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 219
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/useDaysOff.ts", "TypeScript", 0, 110, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 125
"/Users/lucasgaldine/Desktop/AI Agency/LeadSig/remix-of-leadsig-crm/src/hooks/useEstimates.ts", "TypeScript", 0, 175, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 198
